,mig_pend_sex,mig_pend_age,mig_pend_motivo,mig_pend_motivo/1,mig_pend_motivo/2,mig_pend_motivo/3,mig_pend_motivo/4,mig_pend_motivo/5,mig_pend_motivo/6,mig_pend_motivo/7,mig_pend_motivo/8,mig_pend_motivo/9,mig_pend_motivo/10,mig_pend_motivo/11,mig_pend_motivo/99,mig_pend_country,mig_pend_country/1,mig_pend_country/2,mig_pend_country/3,mig_pend_country/4,mig_pend_country/5,mig_pend_country/6,mig_pend_country/7,mig_pend_country/8,mig_pend_country/9,mig_pend_country/10,mig_pend_country/11,mig_pend_country/12,mig_pend_country/13,mig_pend_country/14,mig_pend_country/15,mig_pend_country/16,mig_pend_country/17,mig_pend_country/18,mig_pend_country/19,mig_pend_country/20,mig_pend_country/21,mig_pend_country/99,mig_pend_country_other,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country
21,2,25,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,453,173408319,baf11a1a-bd58-4ad8-a862-3912e18ba370,2021-04-24T00:27:18,,[],submitted_via_web,wfpmandeteam,[],GT
22,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,23,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,455,173408952,d0d6e16f-433c-4f66-8f8b-de892cbac733,2021-04-24T00:38:43,,[],submitted_via_web,wfpmandeteam,[],GT
23,1,39,8,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,472,173409276,37e41ee1-0b74-44ce-8054-ffacdb01ed62,2021-04-24T00:44:55,,[],submitted_via_web,wfpmandeteam,[],GT
24,2,31,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,559,173420216,5a6ae7dc-5591-48ed-b869-89b913be6006,2021-04-24T04:11:37,,[],submitted_via_web,,[],GT
25,2,34,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,563,173420229,375bb56d-60d6-4ac0-95c3-0713264ddc74,2021-04-24T04:11:43,,[],submitted_via_web,,[],GT
26,1,19,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,564,173420230,877bc4d7-b598-4335-b901-e55488183bfe,2021-04-24T04:11:44,,[],submitted_via_web,,[],GT
27,1,39,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,564,173420230,877bc4d7-b598-4335-b901-e55488183bfe,2021-04-24T04:11:44,,[],submitted_via_web,,[],GT
28,2,49,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,564,173420230,877bc4d7-b598-4335-b901-e55488183bfe,2021-04-24T04:11:44,,[],submitted_via_web,,[],GT
29,2,20,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,577,173422979,77725ead-9096-4512-ac3b-e997bddcaac1,2021-04-24T04:59:34,,[],submitted_via_web,,[],GT
30,2,33,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,598,173425694,1cf791c1-b33e-4905-8463-e7e2fe5c62cd,2021-04-24T05:43:17,,[],submitted_via_web,,[],GT
31,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,32,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,606,173529184,bff031b8-f614-45a8-9b8f-114c451af27c,2021-04-24T17:25:21,,[],submitted_via_web,,[],GT
32,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,33,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,606,173529184,bff031b8-f614-45a8-9b8f-114c451af27c,2021-04-24T17:25:21,,[],submitted_via_web,,[],GT
33,2,24,4,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,616,173561242,98f9d20b-4e50-447e-bcfe-2789d499630f,2021-04-24T22:47:22,,[],submitted_via_web,wfpmandeteam,[],GT
34,2,48,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,627,173561290,31321fef-111c-465a-af98-f81ac5a551ac,2021-04-24T22:47:46,,[],submitted_via_web,wfpmandeteam,[],GT
35,2,27,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,36,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,627,173561290,31321fef-111c-465a-af98-f81ac5a551ac,2021-04-24T22:47:46,,[],submitted_via_web,wfpmandeteam,[],GT
36,2,25,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,627,173561290,31321fef-111c-465a-af98-f81ac5a551ac,2021-04-24T22:47:46,,[],submitted_via_web,wfpmandeteam,[],GT
37,2,57,3,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Etiopia ,38,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,659,173566331,a51f9d54-3f5e-4128-a37e-167eb99cfa25,2021-04-25T00:41:53,,[],submitted_via_web,,[],GT
38,2,42,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,660,173566332,97d5f9d5-9779-4413-91eb-d74709e30242,2021-04-25T00:41:54,,[],submitted_via_web,,[],GT
39,1,63,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,665,173566340,91c899a9-7c65-4f6f-af54-4e7d7f445942,2021-04-25T00:42:05,,[],submitted_via_web,wfpmandeteam,[],GT
40,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,41,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,669,173566347,3d706545-4d89-47a9-99ea-09d4c02ad5f1,2021-04-25T00:42:17,,[],submitted_via_web,,[],GT
41,1,73,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,780,173703707,dcf1fc11-84f9-4158-9d84-bb9c47c4f1db,2021-04-25T18:36:53,,[],submitted_via_web,wfpmandeteam,[],HND
42,1,68,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,781,173703709,09079869-c25f-46a5-9763-e8031e1b9cbb,2021-04-25T18:36:54,,[],submitted_via_web,wfpmandeteam,[],HND
43,1,46,3,0,0,1,0,0,0,0,0,0,0,0,0,9 7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,794,173730907,953822dc-1693-4cc5-a30d-876c2391cca6,2021-04-25T22:20:25,,[],submitted_via_web,wfpmandeteam,[],GT
44,2,14,11 8,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,796,173730912,7756abe4-9bf9-4534-b345-2b474bbd6919,2021-04-25T22:20:27,,[],submitted_via_web,wfpmandeteam,[],GT
45,2,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,46,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,807,173736772,02401cf7-c62a-453a-8cc5-cca0ac97244d,2021-04-26T00:02:32,,[],submitted_via_web,,[],GT
46,2,49,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,823,173736809,e51cfca4-6b1f-413c-a9df-f1a39ec4a699,2021-04-26T00:03:39,,[],submitted_via_web,wfpmandeteam,[],HND
47,1,84,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,859,173738545,4d6d5a22-1a4e-40c8-98e5-b0976c7027e2,2021-04-26T00:34:57,,[],submitted_via_web,wfpmandeteam,[],HND
48,1,64,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,872,173740451,bf4e067c-226d-481f-a7f2-e0c2f5f00f07,2021-04-26T01:09:46,,[],submitted_via_web,wfpmandeteam,[],HND
49,2,23,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,896,173746908,c47e114e-70d7-4e7c-a7ab-3dad3c99a3ac,2021-04-26T03:01:31,,[],submitted_via_web,wfpmandeteam,[],GT
50,1,25,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,897,173746912,4f073668-ad1f-4f58-90c5-aa3c6fc66174,2021-04-26T03:01:32,,[],submitted_via_web,wfpmandeteam,[],GT
51,2,27,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,897,173746912,4f073668-ad1f-4f58-90c5-aa3c6fc66174,2021-04-26T03:01:32,,[],submitted_via_web,wfpmandeteam,[],GT
52,1,48,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,897,173746912,4f073668-ad1f-4f58-90c5-aa3c6fc66174,2021-04-26T03:01:32,,[],submitted_via_web,wfpmandeteam,[],GT
53,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,54,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,921,173754775,510b7770-f085-4ad8-a7f4-3f4db1be4061,2021-04-26T04:22:37,,[],submitted_via_web,,[],GT
54,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,937,173767236,5e169d11-e789-4a3c-a573-a2c1cff99544,2021-04-26T05:46:59,,[],submitted_via_web,,[],GT
55,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,937,173767236,5e169d11-e789-4a3c-a573-a2c1cff99544,2021-04-26T05:46:59,,[],submitted_via_web,,[],GT
56,3,0,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,57,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,951,173964125,58007634-16c4-4169-8712-856105d82b36,2021-04-26T16:47:14,,[],submitted_via_web,wfpmandeteam,[],HND
57,1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dalas,58,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,970,174001728,164a9b24-16dd-4830-a038-99fc19dc3b92,2021-04-26T19:59:59,,[],submitted_via_web,,[],SLV
58,1,12,7,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dalas,59,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,970,174001728,164a9b24-16dd-4830-a038-99fc19dc3b92,2021-04-26T19:59:59,,[],submitted_via_web,,[],SLV
59,2,43,7,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dalas,60,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,970,174001728,164a9b24-16dd-4830-a038-99fc19dc3b92,2021-04-26T19:59:59,,[],submitted_via_web,,[],SLV
60,1,39,7,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dalas,61,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,970,174001728,164a9b24-16dd-4830-a038-99fc19dc3b92,2021-04-26T19:59:59,,[],submitted_via_web,,[],SLV
61,1,56,7,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,San francisco,62,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,971,174001744,29499cd3-5956-4484-897c-99cf01d9c3ae,2021-04-26T20:00:02,,[],submitted_via_web,,[],SLV
62,2,33,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,998,174010687,358669f4-3aab-4a12-9e21-c7a2bfae4b75,2021-04-26T20:42:45,,[],submitted_via_web,,[],SLV
63,2,29,3 4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1000,174010696,a23f4f59-43b2-4954-b7f7-8b6debbda0fe,2021-04-26T20:42:47,,[],submitted_via_web,,[],SLV
64,2,75,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,65,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1023,174011152,2d1e511f-719d-4c8f-8a94-7ba64aa5600e,2021-04-26T20:44:21,,[],submitted_via_web,,[],SLV
65,2,48,99,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1046,174016113,3681b5b0-3536-4196-b69a-3da176efc75d,2021-04-26T21:07:13,,[],submitted_via_web,,[],SLV
66,2,45,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1078,174017619,aa9a7b66-1e82-43ff-8e47-5b25af017409,2021-04-26T21:15:27,,[],submitted_via_web,,[],SLV
